Winner,Score,Rounds,Score Threshold,Dice Threshold,Consider Score,Consider Dice,Smart
Player 194,10200,19,,,,,
Player 199,11900,20,,,,,
Player 203,10550,23,,,,,
Player 208,10650,16,,,,,
Player 213,10150,17,,,,,
Player 218,10200,16,,,,,
Player 223,10000,15,,,,,
Player 228,11500,18,,,,,
Player 231,10850,23,,,,,
Player 236,10300,15,,,,,
Player 242,13100,22,,,,,
Player 246,10500,20,,,,,
Player 254,10100,20,,,,,
Player 257,10050,12,,,,,
Player 263,10400,22,,,,,
Player 267,11400,13,,,,,
Player 275,10400,17,,,,,
Player 278,10200,11,,,,,
Player 281,10550,22,,,,,
Player 288,11650,17,,,,,
Player 292,10350,16,,,,,
Player 296,11050,8,,,,,
Player 302,10200,23,,,,,
Player 307,10800,22,,,,,
Player 313,10000,23,,,,,
Player 318,14500,21,,,,,
Player 324,10600,23,,,,,
Player 327,10350,16,,,,,
Player 334,10250,23,,,,,
Player 336,10550,18,,,,,
Player 342,11250,18,,,,,
Player 350,10100,18,,,,,
Player 351,10150,19,,,,,
Player 360,10050,10,,,,,
Player 361,11750,21,,,,,
Player 370,10500,13,,,,,
Player 371,10850,20,,,,,
Player 377,10300,16,,,,,
Player 381,11600,19,,,,,
Player 389,11250,17,,,,,
Player 392,10400,23,,,,,
Player 396,10000,16,,,,,
Player 401,10950,18,,,,,
Player 409,10150,13,,,,,
Player 413,11600,17,,,,,
Player 417,10350,17,,,,,
Player 424,10750,24,,,,,
Player 426,10850,14,,,,,
Player 432,10600,19,,,,,
Player 437,10350,16,,,,,
Player 445,11000,18,,,,,
Player 447,10200,16,,,,,
Player 455,12100,13,,,,,
Player 460,10750,14,,,,,
Player 464,13650,19,,,,,
Player 468,10200,14,,,,,
Player 474,10000,18,,,,,
Player 478,10050,17,,,,,
Player 485,10350,19,,,,,
Player 488,10900,14,,,,,
Player 491,10050,16,,,,,
Player 497,10200,12,,,,,
Player 505,10500,19,,,,,
Player 506,10300,19,,,,,
Player 514,10400,20,,,,,
Player 519,11800,18,,,,,
Player 525,10100,15,,,,,
Player 526,10000,21,,,,,
Player 535,10350,19,,,,,
Player 540,10150,10,,,,,
Player 543,10350,20,,,,,
Player 546,10650,14,,,,,
Player 551,10350,24,,,,,
Player 557,10050,19,,,,,
Player 562,10100,11,,,,,
Player 566,11450,14,,,,,
Player 575,10350,15,,,,,
Player 580,12950,18,,,,,
Player 584,10550,16,,,,,
Player 590,10950,24,,,,,
Player 594,10600,17,,,,,
Player 597,10200,19,,,,,
Player 602,10000,15,,,,,
Player 609,10700,17,,,,,
Player 613,10550,17,,,,,
Player 616,10250,19,,,,,
Player 623,10150,9,,,,,
Player 628,10100,20,,,,,
Player 634,10700,20,,,,,
Player 640,10900,11,,,,,
Player 642,10650,20,,,,,
Player 650,10450,11,,,,,
Player 653,12400,16,,,,,
Player 659,10500,13,,,,,
Player 665,10250,13,,,,,
Player 669,10100,9,,,,,
Player 675,11400,21,,,,,
Player 676,10450,23,,,,,
Player 685,12000,22,,,,,
Player 689,11450,22,,,,,
Player 692,11300,12,,,,,
Player 700,10650,19,,,,,
Player 704,11800,21,,,,,
Player 710,10250,16,,,,,
Player 713,10250,22,,,,,
Player 720,10400,8,,,,,
Player 722,14250,23,,,,,
Player 728,10250,14,,,,,
Player 733,11950,19,,,,,
Player 740,10000,16,,,,,
Player 741,11850,20,,,,,
Player 747,10100,15,,,,,
Player 753,10250,22,,,,,
Player 757,10250,13,,,,,
Player 764,10600,11,,,,,
Player 770,10500,14,,,,,
Player 772,10100,16,,,,,
Player 776,10100,23,,,,,
Player 783,10450,19,,,,,
Player 790,10050,19,,,,,
Player 791,10250,12,,,,,
Player 799,10150,21,,,,,
Player 3,12650,19,,,,,
Player 6,12000,15,,,,,
Player 13,11650,21,,,,,
Player 16,11250,18,,,,,
Player 21,10050,7,,,,,
Player 26,12350,24,,,,,
Player 33,11850,21,,,,,
Player 39,11450,13,,,,,
Player 44,10150,22,,,,,
Player 48,10100,27,,,,,
Player 53,10100,11,,,,,
Player 60,11250,18,,,,,
Player 65,10750,15,,,,,
Player 69,10550,19,,,,,
Player 73,10250,16,,,,,
Player 80,13450,14,,,,,
Player 83,10500,10,,,,,
Player 86,11350,14,,,,,
Player 94,10550,14,,,,,
Player 96,11800,11,,,,,
Player 101,10100,12,,,,,
Player 106,10000,14,,,,,
Player 114,10750,17,,,,,
Player 120,10050,18,,,,,
Player 121,10650,11,,,,,
Player 128,10150,17,,,,,
Player 135,10350,15,,,,,
Player 138,11500,15,,,,,
Player 141,10350,11,,,,,
Player 150,11150,25,,,,,
Player 151,10200,16,,,,,
Player 157,10950,14,,,,,
Player 163,10250,15,,,,,
Player 169,10100,14,,,,,
Player 175,14000,23,,,,,
Player 177,10350,17,,,,,
Player 184,10200,17,,,,,
Player 187,10350,20,,,,,
Player 191,13450,18,,,,,
Player 197,11550,22,,,,,
Player 202,10050,19,,,,,
Player 209,10200,17,,,,,
Player 214,10200,19,,,,,
Player 218,11100,17,,,,,
Player 223,10100,16,,,,,
Player 227,10800,8,,,,,
Player 233,10750,16,,,,,
Player 239,10100,19,,,,,
Player 245,10550,19,,,,,
Player 250,10150,21,,,,,
Player 252,10400,22,,,,,
Player 260,10250,8,,,,,
Player 264,11700,20,,,,,
Player 270,11500,14,,,,,
Player 275,10150,22,,,,,
Player 280,10000,17,,,,,
Player 285,10350,21,,,,,
Player 288,10150,12,,,,,
Player 294,10300,17,,,,,
Player 298,10950,25,,,,,
Player 304,12250,21,,,,,
Player 310,10550,21,,,,,
Player 315,10100,20,,,,,
Player 319,10300,16,,,,,
Player 325,10050,10,,,,,
Player 328,11350,22,,,,,
Player 335,10300,14,,,,,
Player 337,10350,10,,,,,
Player 345,10150,20,,,,,
Player 350,10100,20,,,,,
Player 352,11000,11,,,,,
Player 358,10000,14,,,,,
Player 362,11300,22,,,,,
Player 369,10850,24,,,,,
Player 375,10250,17,,,,,
Player 378,10200,23,,,,,
Player 383,10450,17,,,,,
Player 390,11600,18,,,,,
Player 391,10200,9,,,,,
Player 397,11000,14,,,,,
Player 404,12000,24,,,,,
Player 406,12550,17,,,,,
Player 413,11400,15,,,,,
Player 417,10400,15,,,,,
Player 423,10150,17,,,,,
Player 426,10850,18,,,,,
Player 435,12050,13,,,,,
Player 440,10600,18,,,,,
Player 444,11350,26,,,,,
Player 450,13200,20,,,,,
Player 454,10100,17,,,,,
Player 458,13100,15,,,,,
Player 464,10150,17,,,,,
Player 467,10300,18,,,,,
Player 471,12650,15,,,,,
Player 478,10050,15,,,,,
Player 485,10650,19,,,,,
Player 487,10000,17,,,,,
Player 494,10550,14,,,,,
Player 500,10550,22,,,,,
Player 503,11100,15,,,,,
Player 508,10600,16,,,,,
Player 512,11450,17,,,,,
Player 516,10050,12,,,,,
Player 525,10000,20,,,,,
Player 526,10800,23,,,,,
Player 532,10050,18,,,,,
Player 539,10100,23,,,,,
Player 541,11300,19,,,,,
Player 550,10350,15,,,,,
Player 553,11450,16,,,,,
Player 556,10100,20,,,,,
Player 564,10100,17,,,,,
Player 570,10050,25,,,,,
Player 572,10650,18,,,,,
Player 577,10350,16,,,,,
Player 584,10000,18,,,,,
Player 589,10200,12,,,,,
Player 592,10300,13,,,,,
Player 600,10150,10,,,,,
Player 602,10000,22,,,,,
Player 609,10850,15,,,,,
Player 613,12100,19,,,,,
Player 617,11300,10,,,,,
Player 622,11450,13,,,,,
Player 630,10350,16,,,,,
Player 632,10250,9,,,,,
Player 636,10400,25,,,,,
Player 642,10950,20,,,,,
Player 646,10750,18,,,,,
Player 655,11100,10,,,,,
Player 657,10150,10,,,,,
Player 665,10300,18,,,,,
Player 669,11000,12,,,,,
Player 672,10800,21,,,,,
Player 677,10250,20,,,,,
Player 682,11350,22,,,,,
Player 687,12000,20,,,,,
Player 691,11800,25,,,,,
Player 698,10200,16,,,,,
Player 702,12500,21,,,,,
Player 709,10100,12,,,,,
Player 711,11350,17,,,,,
Player 716,10000,11,,,,,
Player 723,13100,14,,,,,
Player 729,10300,10,,,,,
Player 735,10450,16,,,,,
Player 740,11000,17,,,,,
Player 741,10100,14,,,,,
Player 748,10300,13,,,,,
Player 754,12050,16,,,,,
Player 760,10250,21,,,,,
Player 762,11050,18,,,,,
Player 767,10500,16,,,,,
Player 774,10600,23,,,,,
Player 780,10250,19,,,,,
Player 783,10000,18,,,,,
Player 788,10450,17,,,,,
Player 795,10950,17,,,,,
Player 798,11450,15,,,,,
Player 2,10350,12,,,,,
Player 8,10550,13,,,,,
Player 12,11350,14,,,,,
Player 18,10400,15,,,,,
Player 22,10350,12,,,,,
Player 29,10850,12,,,,,
Player 31,12450,15,,,,,
Player 40,11300,16,,,,,
Player 41,11200,16,,,,,
Player 47,10350,15,,,,,
Player 53,10400,14,,,,,
Player 57,11750,21,,,,,
Player 62,11250,17,,,,,
Player 68,10250,18,,,,,
Player 71,12200,18,,,,,
Player 78,10050,16,,,,,
Player 82,11700,11,,,,,
Player 90,10150,23,,,,,
Player 93,10100,18,,,,,
Player 96,10050,15,,,,,
Player 102,10250,14,,,,,
Player 110,10100,17,,,,,
Player 113,10350,21,,,,,
Player 117,10250,15,,,,,
Player 124,10650,17,,,,,
Player 126,10250,10,,,,,
Player 134,10550,16,,,,,
Player 136,10100,21,,,,,
Player 145,10950,16,,,,,
Player 148,10300,18,,,,,
Player 153,10250,22,,,,,
Player 159,10200,18,,,,,
Player 161,10150,24,,,,,
Player 169,10650,18,,,,,
Player 174,10450,9,,,,,
Player 179,12300,15,,,,,
Player 185,10050,12,,,,,
Player 186,10200,19,,,,,
Player 191,12800,27,,,,,
Player 200,10500,20,,,,,
Player 205,11050,12,,,,,
Player 207,10500,15,,,,,
Player 211,10100,18,,,,,
Player 219,10150,11,,,,,
Player 222,10300,16,,,,,
Player 227,10200,20,,,,,
Player 232,10450,19,,,,,
Player 238,10050,22,,,,,
Player 245,10500,14,,,,,
Player 246,10750,19,,,,,
Player 255,10050,15,,,,,
Player 256,10100,20,,,,,
Player 262,10150,14,,,,,
Player 267,10200,22,,,,,
Player 274,10350,20,,,,,
Player 277,10050,15,,,,,
Player 282,10400,14,,,,,
Player 289,10850,20,,,,,
Player 294,10050,22,,,,,
Player 300,10000,16,,,,,
Player 305,10550,18,,,,,
Player 306,10050,17,,,,,
Player 314,10850,17,,,,,
Player 320,11750,10,,,,,
Player 324,10300,20,,,,,
Player 327,10350,20,,,,,
Player 334,10750,15,,,,,
Player 336,10250,23,,,,,
Player 345,10150,14,,,,,
Player 350,10150,12,,,,,
Player 355,11400,18,,,,,
Player 360,10000,20,,,,,
Player 364,10000,20,,,,,
Player 367,10250,18,,,,,
Player 374,10900,13,,,,,
Player 376,10650,14,,,,,
Player 385,10250,16,,,,,
Player 386,10500,13,,,,,
Player 394,11450,10,,,,,
Player 396,10300,18,,,,,
Player 401,10250,16,,,,,
Player 409,10150,13,,,,,
Player 411,10300,16,,,,,
Player 417,10100,13,,,,,
Player 421,10100,19,,,,,
Player 428,10600,20,,,,,
Player 434,11800,23,,,,,
Player 437,10300,14,,,,,
Player 441,10900,19,,,,,
Player 447,12250,17,,,,,
Player 453,10300,12,,,,,
Player 457,11100,18,,,,,
Player 465,10150,23,,,,,
Player 466,10550,22,,,,,
Player 472,11100,17,,,,,
Player 480,10100,20,,,,,
Player 483,10250,15,,,,,
Player 486,10150,18,,,,,
Player 494,11650,18,,,,,
Player 497,11100,16,,,,,
Player 502,10100,20,,,,,
Player 509,11150,21,,,,,
Player 512,11900,14,,,,,
Player 519,10200,13,,,,,
Player 522,10300,15,,,,,
Player 528,10150,22,,,,,
Player 534,10300,15,,,,,
Player 537,10850,15,,,,,
Player 545,10700,18,,,,,
Player 550,10250,15,,,,,
Player 551,10300,9,,,,,
Player 559,10050,20,,,,,
Player 562,10500,16,,,,,
Player 569,10450,22,,,,,
Player 571,10050,21,,,,,
Player 577,10200,19,,,,,
Player 585,13000,13,,,,,
Player 588,10150,11,,,,,
Player 592,10000,19,,,,,
Player 597,10950,19,,,,,
Player 602,10050,13,,,,,
Player 609,10000,12,,,,,
Player 614,10750,18,,,,,
Player 616,10000,14,,,,,
Player 624,10000,20,,,,,
Player 629,10650,11,,,,,
Player 634,10050,19,,,,,
Player 638,10200,19,,,,,
Player 641,10000,22,,,,,
Player 650,12100,15,,,,,
Player 655,10400,17,,,,,
Player 660,10500,21,,,,,
Player 661,10300,16,,,,,
Player 669,11100,20,,,,,
Player 673,11800,15,,,,,
Player 680,10550,13,,,,,
Player 683,10100,19,,,,,
Player 687,10450,23,,,,,
Player 694,10500,6,,,,,
Player 700,10150,14,,,,,
Player 701,10600,15,,,,,
Player 709,10700,14,,,,,
Player 715,10500,19,,,,,
Player 718,10100,15,,,,,
Player 721,10300,19,,,,,
Player 727,10700,15,,,,,
Player 735,10950,13,,,,,
Player 738,11200,18,,,,,
Player 741,10550,17,,,,,
Player 746,11150,16,,,,,
Player 755,11100,12,,,,,
Player 757,11300,16,,,,,
Player 762,10650,21,,,,,
Player 768,10100,10,,,,,
Player 772,10250,18,,,,,
Player 780,10200,24,,,,,
Player 785,13150,16,,,,,
Player 787,10200,15,,,,,
Player 793,10250,19,,,,,
Player 796,10100,18,,,,,
Player 4,11600,24,,,,,
Player 9,12950,15,,,,,
Player 15,10100,20,,,,,
Player 20,10250,13,,,,,
Player 21,10500,16,,,,,
Player 29,10150,24,,,,,
Player 32,12700,22,,,,,
Player 39,10400,19,,,,,
Player 41,10350,18,,,,,
Player 50,12800,20,,,,,
Player 55,10300,20,,,,,
Player 58,12500,21,,,,,
Player 62,11250,13,,,,,
Player 70,11200,16,,,,,
Player 73,11000,20,,,,,
Player 80,10950,20,,,,,
Player 85,10000,18,,,,,
Player 87,10900,16,,,,,
Player 94,10100,16,,,,,
Player 97,10500,17,,,,,
Player 104,10150,22,,,,,
Player 110,10350,17,,,,,
Player 115,10600,14,,,,,
Player 118,11350,18,,,,,
Player 122,10400,25,,,,,
Player 129,10300,15,,,,,
Player 133,10150,11,,,,,
Player 140,11950,21,,,,,
Player 145,10250,12,,,,,
Player 148,10150,15,,,,,
Player 151,10200,11,,,,,
Player 160,11000,13,,,,,
Player 162,10400,14,,,,,
Player 169,10500,18,,,,,
Player 173,10700,19,,,,,
Player 177,11400,26,,,,,
Player 185,10000,16,,,,,
Player 188,12550,19,,,,,
Player 194,10350,19,,,,,
Player 196,10050,16,,,,,
Player 201,10000,9,,,,,
Player 206,10000,14,,,,,
Player 212,10250,13,,,,,
Player 219,11300,17,,,,,
Player 223,10100,17,,,,,
Player 230,10650,16,,,,,
Player 234,10400,18,,,,,
Player 240,10450,16,,,,,
Player 245,10150,19,,,,,
Player 250,11000,16,,,,,
Player 252,10450,15,,,,,
Player 258,10150,16,,,,,
Player 264,10500,18,,,,,
Player 266,10650,16,,,,,
Player 275,10600,15,,,,,
Player 280,10450,16,,,,,
Player 283,10400,16,,,,,
Player 290,10750,17,,,,,
Player 291,10300,14,,,,,
Player 297,11550,16,,,,,
Player 304,11200,22,,,,,
Player 309,10450,21,,,,,
Player 312,10650,16,,,,,
Player 319,10550,17,,,,,
Player 322,10250,14,,,,,
Player 327,10100,15,,,,,
Player 334,10400,22,,,,,
Player 336,10200,16,,,,,
Player 341,10450,16,,,,,
Player 346,10000,22,,,,,
Player 351,11650,15,,,,,
Player 360,10150,11,,,,,
Player 362,11250,7,,,,,
Player 368,10150,16,,,,,
Player 371,10100,11,,,,,
Player 379,11400,16,,,,,
Player 382,10350,17,,,,,
Player 390,10100,17,,,,,
Player 393,10600,24,,,,,
Player 397,12850,18,,,,,
Player 401,10550,17,,,,,
Player 409,10050,20,,,,,
Player 412,10100,16,,,,,
Player 420,11250,17,,,,,
Player 425,10650,14,,,,,
Player 429,10350,18,,,,,
Player 434,11350,20,,,,,
Player 439,12150,22,,,,,
Player 442,10950,15,,,,,
Player 449,10150,13,,,,,
Player 451,10500,18,,,,,
Player 458,10950,15,,,,,
Player 464,10000,18,,,,,
Player 468,10750,24,,,,,
Player 474,10550,16,,,,,
Player 478,10450,16,,,,,
Player 483,12600,22,,,,,
Player 486,10450,19,,,,,
Player 491,10950,14,,,,,
Player 500,10400,19,,,,,
Player 503,10400,18,,,,,
Player 510,11650,18,,,,,
Player 515,10750,11,,,,,
Player 517,10200,14,,,,,
Player 521,11150,17,,,,,
Player 528,10700,11,,,,,
Player 533,10750,22,,,,,
Player 540,10200,14,,,,,
Player 544,10900,21,,,,,
Player 548,11000,14,,,,,
Player 551,11500,23,,,,,
Player 558,10650,21,,,,,
Player 562,10500,17,,,,,
Player 566,11800,15,,,,,
Player 574,10750,16,,,,,
Player 580,10750,12,,,,,
Player 585,10900,16,,,,,
Player 589,12650,17,,,,,
Player 592,10650,13,,,,,
Player 599,11500,26,,,,,
Player 601,11050,16,,,,,
Player 606,10900,20,,,,,
Player 612,10100,21,,,,,
Player 617,11250,16,,,,,
Player 624,10100,18,,,,,
Player 626,10500,17,,,,,
Player 634,10050,17,,,,,
Player 636,11650,15,,,,,
Player 644,11800,14,,,,,
Player 646,10150,15,,,,,
Player 651,10450,17,,,,,
Player 657,11050,18,,,,,
Player 662,10650,9,,,,,
Player 666,10050,14,,,,,
Player 672,10300,11,,,,,
Player 679,11250,25,,,,,
Player 685,10200,16,,,,,
Player 686,10100,16,,,,,
Player 694,10200,17,,,,,
Player 698,12400,17,,,,,
Player 705,10750,23,,,,,
Player 708,11000,13,,,,,
Player 713,10600,29,,,,,
Player 719,10300,14,,,,,
Player 722,11100,17,,,,,
Player 728,10150,13,,,,,
Player 733,10800,14,,,,,
Player 739,10250,18,,,,,
Player 743,10850,13,,,,,
Player 749,10450,22,,,,,
Player 755,12650,13,,,,,
Player 759,12350,10,,,,,
Player 761,10100,15,,,,,
Player 767,10000,17,,,,,
Player 774,10300,16,,,,,
Player 777,10200,15,,,,,
Player 781,11050,14,,,,,
Player 789,11100,15,,,,,
Player 792,10650,14,,,,,
Player 799,10000,9,,,,,
Player 4,10250,13,,,,,
Player 10,10200,13,,,,,
Player 13,10300,15,,,,,
Player 17,10300,14,,,,,
Player 23,10050,18,,,,,
Player 30,10100,10,,,,,
Player 34,10100,13,,,,,
Player 36,11550,11,,,,,
Player 41,10300,22,,,,,
Player 50,12900,14,,,,,
Player 51,10000,19,,,,,
Player 59,10250,18,,,,,
Player 64,10300,16,,,,,
Player 70,11300,20,,,,,
Player 73,10150,21,,,,,
Player 77,10000,20,,,,,
Player 81,10200,12,,,,,
Player 89,10600,16,,,,,
Player 93,10450,18,,,,,
Player 99,10900,13,,,,,
Player 105,10550,16,,,,,
Player 108,10250,21,,,,,
Player 115,13200,11,,,,,
Player 120,10200,16,,,,,
Player 122,10000,20,,,,,
Player 126,11500,21,,,,,
Player 135,12050,18,,,,,
Player 138,11600,16,,,,,
Player 142,10050,19,,,,,
Player 150,12450,20,,,,,
Player 152,10150,18,,,,,
Player 156,10650,20,,,,,
Player 164,10200,18,,,,,
Player 169,11100,18,,,,,
Player 175,10450,14,,,,,
Player 176,10000,19,,,,,
Player 185,10950,19,,,,,
Player 189,10400,15,,,,,
Player 195,11000,18,,,,,
Player 196,10550,15,,,,,
Player 203,10000,9,,,,,
Player 210,11450,14,,,,,
Player 215,10550,20,,,,,
Player 217,10150,7,,,,,
Player 221,10200,20,,,,,
Player 229,10500,23,,,,,
Player 234,10650,20,,,,,
Player 239,10550,20,,,,,
Player 241,10150,17,,,,,
Player 247,10700,18,,,,,
Player 255,10000,18,,,,,
Player 260,10000,16,,,,,
Player 263,12150,16,,,,,
Player 266,10400,15,,,,,
Player 273,10400,17,,,,,
Player 280,10250,15,,,,,
Player 283,11300,19,,,,,
Player 286,10400,23,,,,,
Player 294,11550,18,,,,,
Player 298,11100,16,,,,,
Player 304,10050,15,,,,,
Player 309,10500,17,,,,,
Player 311,10350,17,,,,,
Player 316,10000,15,,,,,
Player 323,11000,20,,,,,
Player 327,11550,14,,,,,
Player 333,10250,18,,,,,
Player 338,10100,18,,,,,
Player 342,11100,22,,,,,
Player 349,10000,16,,,,,
Player 353,10050,11,,,,,
Player 358,11800,15,,,,,
Player 361,11900,22,,,,,
Player 367,10600,23,,,,,
Player 371,10150,20,,,,,
Player 379,10100,19,,,,,
Player 382,10300,7,,,,,
Player 389,10050,14,,,,,
Player 393,10200,21,,,,,
Player 398,10850,22,,,,,
Player 405,10200,9,,,,,
Player 407,11600,18,,,,,
Player 415,11150,12,,,,,
Player 420,12150,18,,,,,
Player 423,10200,16,,,,,
Player 426,10100,16,,,,,
Player 433,11100,24,,,,,
Player 440,10050,6,,,,,
Player 443,10300,18,,,,,
Player 450,10050,22,,,,,
Player 453,10100,17,,,,,
Player 457,10000,16,,,,,
Player 462,11000,19,,,,,
Player 469,10100,18,,,,,
Player 475,10400,22,,,,,
Player 480,10300,10,,,,,
Player 485,10200,19,,,,,
Player 487,10250,24,,,,,
Player 494,10400,21,,,,,
Player 497,10250,24,,,,,
Player 501,10300,18,,,,,
Player 508,10350,19,,,,,
Player 513,10600,15,,,,,
Player 519,10000,14,,,,,
Player 525,10100,18,,,,,
Player 530,10200,12,,,,,
Player 534,10300,19,,,,,
Player 538,10300,17,,,,,
Player 541,10700,23,,,,,
Player 547,10200,17,,,,,
Player 551,11050,24,,,,,
Player 556,10050,17,,,,,
Player 563,11450,22,,,,,
Player 569,10100,12,,,,,
Player 571,10250,16,,,,,
Player 579,10100,14,,,,,
Player 583,10200,18,,,,,
Player 586,11250,13,,,,,
Player 595,10400,14,,,,,
Player 598,11450,23,,,,,
Player 604,10200,14,,,,,
Player 608,11700,16,,,,,
Player 613,10200,14,,,,,
Player 618,10400,12,,,,,
Player 622,10100,12,,,,,
Player 630,10200,20,,,,,
Player 633,11000,19,,,,,
Player 636,10050,11,,,,,
Player 642,10050,17,,,,,
Player 647,11600,18,,,,,
Player 654,10300,20,,,,,
Player 656,10250,25,,,,,
Player 664,10150,14,,,,,
Player 666,11250,19,,,,,
Player 672,10550,13,,,,,
Player 678,10600,17,,,,,
Player 685,10000,14,,,,,
Player 686,10600,18,,,,,
Player 692,10000,15,,,,,
Player 696,10100,14,,,,,
Player 702,11550,15,,,,,
Player 707,10350,13,,,,,
Player 711,10300,10,,,,,
Player 720,11400,24,,,,,
Player 723,10450,16,,,,,
Player 728,10300,20,,,,,
Player 735,11000,6,,,,,
Player 737,10250,19,,,,,
Player 742,10400,18,,,,,
Player 748,10950,11,,,,,
Player 755,10000,16,,,,,
Player 758,10200,15,,,,,
Player 761,11850,21,,,,,
Player 769,10300,25,,,,,
Player 775,12200,26,,,,,
Player 780,10000,19,,,,,
Player 782,11500,15,,,,,
Player 790,10100,21,,,,,
Player 795,10250,20,,,,,
Player 796,11200,16,,,,,
Player 5,11400,18,,,,,
Player 6,11300,20,,,,,
Player 15,12350,22,,,,,
Player 16,10050,21,,,,,
Player 23,10050,19,,,,,
Player 29,10200,17,,,,,
Player 32,10300,17,,,,,
Player 38,11550,17,,,,,
Player 44,10500,15,,,,,
Player 47,10150,17,,,,,
Player 54,11200,19,,,,,
Player 56,10750,21,,,,,
Player 65,10700,20,,,,,
Player 68,12750,17,,,,,
Player 72,12350,19,,,,,
Player 77,12000,16,,,,,
Player 85,10050,19,,,,,
Player 86,11450,21,,,,,
Player 93,10150,20,,,,,
Player 96,10600,20,,,,,
Player 105,10000,13,,,,,
Player 106,10050,20,,,,,
Player 114,10700,19,,,,,
Player 120,10400,19,,,,,
Player 122,10250,16,,,,,
Player 128,10350,13,,,,,
Player 132,11350,14,,,,,
Player 137,10100,17,,,,,
Player 143,10250,14,,,,,
Player 146,12450,13,,,,,
Player 152,10250,13,,,,,
Player 160,11300,12,,,,,
Player 163,12800,23,,,,,
Player 168,11000,14,,,,,
Player 174,10700,19,,,,,
Player 178,10950,18,,,,,
Player 182,11550,19,,,,,
Player 187,10150,12,,,,,
Player 193,10450,21,,,,,
Player 200,10000,17,,,,,
Player 201,10050,11,,,,,
Player 208,10250,21,,,,,
Player 213,10000,19,,,,,
Player 219,10300,13,,,,,
Player 221,10050,13,,,,,
Player 227,10600,26,,,,,
Player 234,11500,12,,,,,
Player 239,10500,10,,,,,
Player 244,11000,13,,,,,
Player 248,10000,10,,,,,
Player 255,10150,11,,,,,
Player 260,10150,16,,,,,
Player 261,10300,22,,,,,
Player 270,10000,21,,,,,
Player 272,11000,21,,,,,
Player 278,10250,16,,,,,
Player 281,11000,20,,,,,
Player 287,10650,13,,,,,
Player 295,10750,12,,,,,
Player 300,11200,19,,,,,
Player 301,10550,15,,,,,
Player 306,10100,26,,,,,
Player 315,10550,17,,,,,
Player 317,11250,14,,,,,
Player 324,11650,18,,,,,
Player 328,11000,19,,,,,
Player 332,10550,13,,,,,
Player 336,10100,10,,,,,
Player 345,10000,13,,,,,
Player 346,10300,24,,,,,
Player 354,10450,18,,,,,
Player 357,10200,13,,,,,
Player 364,10750,23,,,,,
Player 368,10150,30,,,,,
Player 374,10150,17,,,,,
Player 376,11000,21,,,,,
Player 384,10200,17,,,,,
Player 386,10850,16,,,,,
Player 395,10250,26,,,,,
Player 396,10000,15,,,,,
Player 403,12350,10,,,,,
Player 407,10500,20,,,,,
Player 413,10500,18,,,,,
Player 419,10200,22,,,,,
Player 424,10050,11,,,,,
Player 427,10000,11,,,,,
Player 432,11300,20,,,,,
Player 440,10600,15,,,,,
Player 444,10800,13,,,,,
Player 447,10000,19,,,,,
Player 454,10900,19,,,,,
Player 458,10200,15,,,,,
Player 462,10800,19,,,,,
Player 468,10100,13,,,,,
Player 473,10500,13,,,,,
Player 480,11700,18,,,,,
Player 482,11350,10,,,,,
Player 490,10200,10,,,,,
Player 491,10000,13,,,,,
Player 500,10750,11,,,,,
Player 504,10600,18,,,,,
Player 507,11300,20,,,,,
Player 515,10450,18,,,,,
Player 520,10800,20,,,,,
Player 521,10800,12,,,,,
Player 529,11150,10,,,,,
Player 531,10050,11,,,,,
Player 538,10900,19,,,,,
Player 542,10000,15,,,,,
Player 548,10500,11,,,,,
Player 551,10000,28,,,,,
Player 559,10300,17,,,,,
Player 562,13100,14,,,,,
Player 567,11800,17,,,,,
Player 572,11900,12,,,,,
Player 579,10700,19,,,,,
Player 585,10150,9,,,,,
Player 590,10800,24,,,,,
Player 593,11200,14,,,,,
